FID_parking_and_zoning_all,FID_allzoning_rp,OBJECTID,perimeter,zoning_,zoning_id,zon_new,shape_leng,correction,full_zonin,legendtype,municode,status,created_us,created_da,last_edite,last_edi_1,pghdb_sde_,GlobalID,Shape__Are,Shape__Len,FID_parking_geom_1_rp,F_id,access,amenity,fee,parking,type,name,source,surface,alt_name,building,capacity_disabled,operator,covered,layer,building_levels,capacity,website,addr_housenumber,addr_street,created_by,survey_date,source_geometry,operator_short,operator_type,operator_website,operator_wikidata,operator_wikipedia,addr_city,addr_postcode,addr_state,park_ride,building_colour,check_date,roof_shape,supervised,maxheight,note,description,opening_hours,source_fee,source_opening_hours,network,public_transport,F_relations,source_addr,source_maxheight,check_date_fee,barrier,maxstay,fixme,ele,gnis_feature_id,charge,height,payment_cash,payment_credit_cards,goods,lit,source_capacity,source_name,bicycle,foot,source_building,man_made,wheelchair,phone,bridge,demolished_amenity,building_part,orientation,acreage,squarefootage,FID_PGHNeighborhoodBoundaries,fid_blockg,statefp10,countyfp10,tractce10,blkgrpce10,geoid10,namelsad10,mtfcc10,funcstat10,aland10,awater10,intptlat10,intptlon10,shape_leng_1,fid_neighb,perimeter_1,neighbor_,neighbor_i,hood,hood_no,acres,sqmiles,dpwdiv,unique_id,sectors,shape_le_1,shape_ar_1,page_number,plannerassign,created_user,created_date,last_edited_user,last_edited_date,temp,pghdb_sde_Neighborhood_2010_are,iz_indicator,izstart_year,izstart_month,Shape_Length,Shape_Area
260,990,996,45858.669284180003160,0,0,RIV-IMU,45858.669284180003160, ,RIVERFRONT INDUSTRIAL MIXED USE,Riverfront,https://library.municode.com/pa/pittsburgh/codes/code_of_ordinances?nodeId=PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.04RIRI,Approved, ,, ,,26906963.745421499013901,14751e39-92a8-4a36-856c-92dc20460388,27066362.922119099646807,45975.662042331503471,295,way/297647033,,parking,,surface,,Lawrenceville Trail Parking Lot,,,,,,,,,,,https://friendsoftheriverfront.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.131051888832080,5708.620277525390520,57,15,42,003,981000,1,420039810001,Block Group 1,G5030,S,1377043.000000000000000,0.000000000000000,+40.4730821,-079.9488759,20578.375617500001681,14,136797.979284780012676,13,2095,Central Lawrenceville,18,614.471811559999992,0.960112210000000,2,24,13,25420.649373100000957,26848463.381900001317263,15,Alex Peppers,SDE,8/14/2020 12:57:28.000,SDE,8/14/2020 12:59:09.000,,26848464.000000000000000,,,,309.165632462742678,5708.620277525390520
261,990,996,45858.669284180003160,0,0,RIV-IMU,45858.669284180003160, ,RIVERFRONT INDUSTRIAL MIXED USE,Riverfront,https://library.municode.com/pa/pittsburgh/codes/code_of_ordinances?nodeId=PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.04RIRI,Approved, ,, ,,26906963.745421499013901,14751e39-92a8-4a36-856c-92dc20460388,27066362.922119099646807,45975.662042331503471,369,way/331012580,,parking,,surface,,,bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.198579299423857,52210.114282903181447,57,15,42,003,981000,1,420039810001,Block Group 1,G5030,S,1377043.000000000000000,0.000000000000000,+40.4730821,-079.9488759,20578.375617500001681,14,136797.979284780012676,13,2095,Central Lawrenceville,18,614.471811559999992,0.960112210000000,2,24,13,25420.649373100000957,26848463.381900001317263,15,Alex Peppers,SDE,8/14/2020 12:57:28.000,SDE,8/14/2020 12:59:09.000,,26848464.000000000000000,,,,1802.669887205810937,52210.114282903181447
270,1012,1018,3654.373564810000062,853,853,EMI,3654.373564810000062, ,EDUCATIONAL/MEDICAL INSTITUTION,Educational/Medical Institution,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.03EMEDME*,Approved, ,,SDE,8/1/2018 0:00:00,520700.796708979993127,038365e6-7cee-4afe-9755-f75b9c13bc9e,520647.950317382987123,3653.660372104930047,514,way/473666422,private,parking,,surface,,,bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.074295578880381,3236.315416029404787,57,15,42,003,981000,1,420039810001,Block Group 1,G5030,S,1377043.000000000000000,0.000000000000000,+40.4730821,-079.9488759,20578.375617500001681,14,136797.979284780012676,13,2095,Central Lawrenceville,18,614.471811559999992,0.960112210000000,2,24,13,25420.649373100000957,26848463.381900001317263,15,Alex Peppers,SDE,8/14/2020 12:57:28.000,SDE,8/14/2020 12:59:09.000,,26848464.000000000000000,,,,262.110377829658091,3236.315416029404787
365,690,696,14695.506640820000030,901,901,R1A-H,14695.506640800000241, ,SINGLE-UNIT ATTACHED RESIDENTIAL HIGH DENSITY,Single-Unit Attached Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved, ,, ,,4256786.712265400215983,f169bd80-9fd2-4d4f-b775-9f6970854d51,4254331.107910159975290,14699.985717691899481,1162,way/1328877141,private,parking,no,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.114652247025340,4994.251880423818875,57,15,42,003,981000,1,420039810001,Block Group 1,G5030,S,1377043.000000000000000,0.000000000000000,+40.4730821,-079.9488759,20578.375617500001681,14,136797.979284780012676,13,2095,Central Lawrenceville,18,614.471811559999992,0.960112210000000,2,24,13,25420.649373100000957,26848463.381900001317263,15,Alex Peppers,SDE,8/14/2020 12:57:28.000,SDE,8/14/2020 12:59:09.000,,26848464.000000000000000,,,,299.292051149710119,4994.251880423818875
254,983,989,8253.883455249999315,0,0,RIV-MU,8253.883455249999315, ,RIVERFRONT MIXED USE,Riverfront,https://library.municode.com/pa/pittsburgh/codes/code_of_ordinances?nodeId=PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.04RIRI,Approved, ,, ,,3488236.657778330147266,6da1f572-bc51-43ea-a48c-8f72a387ef19,3502040.434814449865371,8113.202731591850352,264,way/258204828,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.574052493362181,25005.726610856618208,66,61,42,003,240600,2,420032406002,Block Group 2,G5030,S,495750.000000000000000,0.000000000000000,+40.4611811,-079.9859947,14534.378599199999371,29,80995.806272269997862,21,2103,Troy Hill,84,294.985077989999979,0.460914180000000,1,94,1,20630.793160099998204,10717291.895899999886751,15,Nazia Tarannum,SDE,8/14/2020 12:57:28.000,SDE,8/14/2020 13:03:02.000,,10717292.000000000000000,,,,849.468549463562795,25005.726610856618208
255,980,986,5698.142103649999626,0,0,RIV-RM,5698.142103649999626, ,RIVERFRONT MIXED RESIDENTIAL,Riverfront,https://library.municode.com/pa/pittsburgh/codes/code_of_ordinances?nodeId=PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.04RIRI,Approved, ,, ,,1596994.158223799895495,727a81d9-40c4-4f79-b8d6-1593d0153760,1596994.158081050030887,5698.142103645909629,265,way/258210838,yes,parking,no,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.009558101077488,43976.350882935344998,66,61,42,003,240600,2,420032406002,Block Group 2,G5030,S,495750.000000000000000,0.000000000000000,+40.4611811,-079.9859947,14534.378599199999371,29,80995.806272269997862,21,2103,Troy Hill,84,294.985077989999979,0.460914180000000,1,94,1,20630.793160099998204,10717291.895899999886751,15,Nazia Tarannum,SDE,8/14/2020 12:57:28.000,SDE,8/14/2020 13:03:02.000,,10717292.000000000000000,,,,630.398448556548146,13861.855709691135417
256,983,989,8253.883455249999315,0,0,RIV-MU,8253.883455249999315, ,RIVERFRONT MIXED USE,Riverfront,https://library.municode.com/pa/pittsburgh/codes/code_of_ordinances?nodeId=PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.04RIRI,Approved, ,, ,,3488236.657778330147266,6da1f572-bc51-43ea-a48c-8f72a387ef19,3502040.434814449865371,8113.202731591850352,265,way/258210838,yes,parking,no,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.009558101077488,43976.350882935344998,66,61,42,003,240600,2,420032406002,Block Group 2,G5030,S,495750.000000000000000,0.000000000000000,+40.4611811,-079.9859947,14534.378599199999371,29,80995.806272269997862,21,2103,Troy Hill,84,294.985077989999979,0.460914180000000,1,94,1,20630.793160099998204,10717291.895899999886751,15,Nazia Tarannum,SDE,8/14/2020 12:57:28.000,SDE,8/14/2020 13:03:02.000,,10717292.000000000000000,,,,695.350553686422245,30114.503514081487083
257,980,986,5698.142103649999626,0,0,RIV-RM,5698.142103649999626, ,RIVERFRONT MIXED RESIDENTIAL,Riverfront,https://library.municode.com/pa/pittsburgh/codes/code_of_ordinances?nodeId=PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.04RIRI,Approved, ,, ,,1596994.158223799895495,727a81d9-40c4-4f79-b8d6-1593d0153760,1596994.158081050030887,5698.142103645909629,266,way/258210847,yes,parking,no,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.839210818714817,36556.023263217437488,66,61,42,003,240600,2,420032406002,Block Group 2,G5030,S,495750.000000000000000,0.000000000000000,+40.4611811,-079.9859947,14534.378599199999371,29,80995.806272269997862,21,2103,Troy Hill,84,294.985077989999979,0.460914180000000,1,94,1,20630.793160099998204,10717291.895899999886751,15,Nazia Tarannum,SDE,8/14/2020 12:57:28.000,SDE,8/14/2020 13:03:02.000,,10717292.000000000000000,,,,537.658563883753118,13056.032881698412893
258,983,989,8253.883455249999315,0,0,RIV-MU,8253.883455249999315, ,RIVERFRONT MIXED USE,Riverfront,https://library.municode.com/pa/pittsburgh/codes/code_of_ordinances?nodeId=PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.04RIRI,Approved, ,, ,,3488236.657778330147266,6da1f572-bc51-43ea-a48c-8f72a387ef19,3502040.434814449865371,8113.202731591850352,266,way/258210847,yes,parking,no,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.839210818714817,36556.023263217437488,66,61,42,003,240600,2,420032406002,Block Group 2,G5030,S,495750.000000000000000,0.000000000000000,+40.4611811,-079.9859947,14534.378599199999371,29,80995.806272269997862,21,2103,Troy Hill,84,294.985077989999979,0.460914180000000,1,94,1,20630.793160099998204,10717291.895899999886751,15,Nazia Tarannum,SDE,8/14/2020 12:57:28.000,SDE,8/14/2020 13:03:02.000,,10717292.000000000000000,,,,652.133673823851382,23499.979600718823349
265,990,996,45858.669284180003160,0,0,RIV-IMU,45858.669284180003160, ,RIVERFRONT INDUSTRIAL MIXED USE,Riverfront,https://library.municode.com/pa/pittsburgh/codes/code_of_ordinances?nodeId=PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.04RIRI,Approved, ,, ,,26906963.745421499013901,14751e39-92a8-4a36-856c-92dc20460388,27066362.922119099646807,45975.662042331503471,447,way/379692616,,parking,,surface,,,bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.785801806262790,34229.526680807102821,66,61,42,003,240600,2,420032406002,Block Group 2,G5030,S,495750.000000000000000,0.000000000000000,+40.4611811,-079.9859947,14534.378599199999371,29,80995.806272269997862,21,2103,Troy Hill,84,294.985077989999979,0.460914180000000,1,94,1,20630.793160099998204,10717291.895899999886751,15,Nazia Tarannum,SDE,8/14/2020 12:57:28.000,SDE,8/14/2020 13:03:02.000,,10717292.000000000000000,,,,853.209554196149497,34229.526680807102821
266,990,996,45858.669284180003160,0,0,RIV-IMU,45858.669284180003160, ,RIVERFRONT INDUSTRIAL MIXED USE,Riverfront,https://library.municode.com/pa/pittsburgh/codes/code_of_ordinances?nodeId=PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.04RIRI,Approved, ,, ,,26906963.745421499013901,14751e39-92a8-4a36-856c-92dc20460388,27066362.922119099646807,45975.662042331503471,448,way/379692617,private,parking,,surface,,,bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.190514189177845,8298.798080586944707,66,61,42,003,240600,2,420032406002,Block Group 2,G5030,S,495750.000000000000000,0.000000000000000,+40.4611811,-079.9859947,14534.378599199999371,29,80995.806272269997862,21,2103,Troy Hill,84,294.985077989999979,0.460914180000000,1,94,1,20630.793160099998204,10717291.895899999886751,15,Nazia Tarannum,SDE,8/14/2020 12:57:28.000,SDE,8/14/2020 13:03:02.000,,10717292.000000000000000,,,,365.315748670828043,8298.798080586944707
267,990,996,45858.669284180003160,0,0,RIV-IMU,45858.669284180003160, ,RIVERFRONT INDUSTRIAL MIXED USE,Riverfront,https://library.municode.com/pa/pittsburgh/codes/code_of_ordinances?nodeId=PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.04RIRI,Approved, ,, ,,26906963.745421499013901,14751e39-92a8-4a36-856c-92dc20460388,27066362.922119099646807,45975.662042331503471,449,way/379692618,private,parking,,surface,,,bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.271159696990129,11811.716400890029036,66,61,42,003,240600,2,420032406002,Block Group 2,G5030,S,495750.000000000000000,0.000000000000000,+40.4611811,-079.9859947,14534.378599199999371,29,80995.806272269997862,21,2103,Troy Hill,84,294.985077989999979,0.460914180000000,1,94,1,20630.793160099998204,10717291.895899999886751,15,Nazia Tarannum,SDE,8/14/2020 12:57:28.000,SDE,8/14/2020 13:03:02.000,,10717292.000000000000000,,,,438.366784507218767,11811.716400890029036
269,990,996,45858.669284180003160,0,0,RIV-IMU,45858.669284180003160, ,RIVERFRONT INDUSTRIAL MIXED USE,Riverfront,https://library.municode.com/pa/pittsburgh/codes/code_of_ordinances?nodeId=PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.04RIRI,Approved, ,, ,,26906963.745421499013901,14751e39-92a8-4a36-856c-92dc20460388,27066362.922119099646807,45975.662042331503471,505,way/450174475,,parking,,surface,,,USGS imagery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.040982566610205,1785.200601540512707,66,61,42,003,240600,2,420032406002,Block Group 2,G5030,S,495750.000000000000000,0.000000000000000,+40.4611811,-079.9859947,14534.378599199999371,29,80995.806272269997862,21,2103,Troy Hill,84,294.985077989999979,0.460914180000000,1,94,1,20630.793160099998204,10717291.895899999886751,15,Nazia Tarannum,SDE,8/14/2020 12:57:28.000,SDE,8/14/2020 13:03:02.000,,10717292.000000000000000,,,,215.293913721911792,1785.200601540512707
343,983,989,8253.883455249999315,0,0,RIV-MU,8253.883455249999315, ,RIVERFRONT MIXED USE,Riverfront,https://library.municode.com/pa/pittsburgh/codes/code_of_ordinances?nodeId=PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.04RIRI,Approved, ,, ,,3488236.657778330147266,6da1f572-bc51-43ea-a48c-8f72a387ef19,3502040.434814449865371,8113.202731591850352,873,way/744802372,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.702010449599864,30579.575184570079728,66,61,42,003,240600,2,420032406002,Block Group 2,G5030,S,495750.000000000000000,0.000000000000000,+40.4611811,-079.9859947,14534.378599199999371,29,80995.806272269997862,21,2103,Troy Hill,84,294.985077989999979,0.460914180000000,1,94,1,20630.793160099998204,10717291.895899999886751,15,Nazia Tarannum,SDE,8/14/2020 12:57:28.000,SDE,8/14/2020 13:03:02.000,,10717292.000000000000000,,,,758.193487582038529,30579.575184570079728
344,983,989,8253.883455249999315,0,0,RIV-MU,8253.883455249999315, ,RIVERFRONT MIXED USE,Riverfront,https://library.municode.com/pa/pittsburgh/codes/code_of_ordinances?nodeId=PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.04RIRI,Approved, ,, ,,3488236.657778330147266,6da1f572-bc51-43ea-a48c-8f72a387ef19,3502040.434814449865371,8113.202731591850352,899,way/844911628,,parking,,surface,,,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.612205376387300,26667.666195430796506,66,61,42,003,240600,2,420032406002,Block Group 2,G5030,S,495750.000000000000000,0.000000000000000,+40.4611811,-079.9859947,14534.378599199999371,29,80995.806272269997862,21,2103,Troy Hill,84,294.985077989999979,0.460914180000000,1,94,1,20630.793160099998204,10717291.895899999886751,15,Nazia Tarannum,SDE,8/14/2020 12:57:28.000,SDE,8/14/2020 13:03:02.000,,10717292.000000000000000,,,,845.353250243134426,26667.666195430796506
345,990,996,45858.669284180003160,0,0,RIV-IMU,45858.669284180003160, ,RIVERFRONT INDUSTRIAL MIXED USE,Riverfront,https://library.municode.com/pa/pittsburgh/codes/code_of_ordinances?nodeId=PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.04RIRI,Approved, ,, ,,26906963.745421499013901,14751e39-92a8-4a36-856c-92dc20460388,27066362.922119099646807,45975.662042331503471,905,way/864873017,,parking,,surface,,,esri imagery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.089615937560597,3903.670240139600082,66,61,42,003,240600,2,420032406002,Block Group 2,G5030,S,495750.000000000000000,0.000000000000000,+40.4611811,-079.9859947,14534.378599199999371,29,80995.806272269997862,21,2103,Troy Hill,84,294.985077989999979,0.460914180000000,1,94,1,20630.793160099998204,10717291.895899999886751,15,Nazia Tarannum,SDE,8/14/2020 12:57:28.000,SDE,8/14/2020 13:03:02.000,,10717292.000000000000000,,,,268.982915938024405,3903.670240139600082
347,990,996,45858.669284180003160,0,0,RIV-IMU,45858.669284180003160, ,RIVERFRONT INDUSTRIAL MIXED USE,Riverfront,https://library.municode.com/pa/pittsburgh/codes/code_of_ordinances?nodeId=PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.04RIRI,Approved, ,, ,,26906963.745421499013901,14751e39-92a8-4a36-856c-92dc20460388,27066362.922119099646807,45975.662042331503471,921,way/990538945,private,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.740333790407188,32248.939910137116385,66,61,42,003,240600,2,420032406002,Block Group 2,G5030,S,495750.000000000000000,0.000000000000000,+40.4611811,-079.9859947,14534.378599199999371,29,80995.806272269997862,21,2103,Troy Hill,84,294.985077989999979,0.460914180000000,1,94,1,20630.793160099998204,10717291.895899999886751,15,Nazia Tarannum,SDE,8/14/2020 12:57:28.000,SDE,8/14/2020 13:03:02.000,,10717292.000000000000000,,,,892.835461017209354,32248.939910137116385
348,990,996,45858.669284180003160,0,0,RIV-IMU,45858.669284180003160, ,RIVERFRONT INDUSTRIAL MIXED USE,Riverfront,https://library.municode.com/pa/pittsburgh/codes/code_of_ordinances?nodeId=PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.04RIRI,Approved, ,, ,,26906963.745421499013901,14751e39-92a8-4a36-856c-92dc20460388,27066362.922119099646807,45975.662042331503471,922,way/990538946,private,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.257923679775702,11235.155491029561745,66,61,42,003,240600,2,420032406002,Block Group 2,G5030,S,495750.000000000000000,0.000000000000000,+40.4611811,-079.9859947,14534.378599199999371,29,80995.806272269997862,21,2103,Troy Hill,84,294.985077989999979,0.460914180000000,1,94,1,20630.793160099998204,10717291.895899999886751,15,Nazia Tarannum,SDE,8/14/2020 12:57:28.000,SDE,8/14/2020 13:03:02.000,,10717292.000000000000000,,,,460.665933117258533,11235.155491029561745
349,990,996,45858.669284180003160,0,0,RIV-IMU,45858.669284180003160, ,RIVERFRONT INDUSTRIAL MIXED USE,Riverfront,https://library.municode.com/pa/pittsburgh/codes/code_of_ordinances?nodeId=PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH905SPPUDI_905.04RIRI,Approved, ,, ,,26906963.745421499013901,14751e39-92a8-4a36-856c-92dc20460388,27066362.922119099646807,45975.662042331503471,923,way/990538947,private,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.121230734666236,5280.810802061233517,66,61,42,003,240600,2,420032406002,Block Group 2,G5030,S,495750.000000000000000,0.000000000000000,+40.4611811,-079.9859947,14534.378599199999371,29,80995.806272269997862,21,2103,Troy Hill,84,294.985077989999979,0.460914180000000,1,94,1,20630.793160099998204,10717291.895899999886751,15,Nazia Tarannum,SDE,8/14/2020 12:57:28.000,SDE,8/14/2020 13:03:02.000,,10717292.000000000000000,,,,326.994209495101757,5280.810802061233517
389,531,536,2480.635290879999957,690,690,NDI,2480.635290879999957, ,NEIGHBORHOOD INDUSTRIAL,Neighborhood Industrial,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.03ND*,Approved, ,, ,,225639.957741619989974,dcd64e05-f8f4-4281-bddd-4554c29264a7,225639.957885742012877,2480.635290883680227,434,way/374998243,,parking,,multi-storey,,,,,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.249556356624346,10870.674894556492291,66,61,42,003,240600,2,420032406002,Block Group 2,G5030,S,495750.000000000000000,0.000000000000000,+40.4611811,-079.9859947,14534.378599199999371,29,80995.806272269997862,21,2103,Troy Hill,84,294.985077989999979,0.460914180000000,1,94,1,20630.793160099998204,10717291.895899999886751,15,Nazia Tarannum,SDE,8/14/2020 12:57:28.000,SDE,8/14/2020 13:03:02.000,,10717292.000000000000000,,,,521.556490067441587,10807.137749434030411
429,501,506,2456.359218999999939,658,658,RM-M,2456.359218999999939, ,MULTI-UNIT RESIDENTIAL MODERATE DENSITY,Multi-Unit Residential,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH903REZODI.html#TOPTITLE,Approved, ,, ,,79528.837352880000253,29f8d940-bb29-4024-8946-638416e62cfe,79528.837219238295802,2456.359219022369871,861,way/725712758,,parking,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.048991834836786,2134.084325490388892,66,61,42,003,240600,2,420032406002,Block Group 2,G5030,S,495750.000000000000000,0.000000000000000,+40.4611811,-079.9859947,14534.378599199999371,29,80995.806272269997862,21,2103,Troy Hill,84,294.985077989999979,0.460914180000000,1,94,1,20630.793160099998204,10717291.895899999886751,15,Nazia Tarannum,SDE,8/14/2020 12:57:28.000,SDE,8/14/2020 13:03:02.000,,10717292.000000000000000,,,,145.791468568864559,1071.616467705094692
444,931,937,10389.503700979999849,723,723,UI,10389.503700999999637, ,URBAN INDUSTRIAL,Urban Industrial,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.07UI*,Approved, ,, ,,2132035.920130189973861,8d7c8e6e-fd2a-4636-9a9d-d2828cee398e,376076.339172362990212,4943.991455504169608,861,way/725712758,,parking,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.048991834836786,2134.084325490388892,66,61,42,003,240600,2,420032406002,Block Group 2,G5030,S,495750.000000000000000,0.000000000000000,+40.4611811,-079.9859947,14534.378599199999371,29,80995.806272269997862,21,2103,Troy Hill,84,294.985077989999979,0.460914180000000,1,94,1,20630.793160099998204,10717291.895899999886751,15,Nazia Tarannum,SDE,8/14/2020 12:57:28.000,SDE,8/14/2020 13:03:02.000,,10717292.000000000000000,,,,145.229594419523124,1062.464609993555086
445,931,937,10389.503700979999849,723,723,UI,10389.503700999999637, ,URBAN INDUSTRIAL,Urban Industrial,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.07UI*,Approved, ,, ,,2132035.920130189973861,8d7c8e6e-fd2a-4636-9a9d-d2828cee398e,376076.339172362990212,4943.991455504169608,434,way/374998243,,parking,,multi-storey,,,,,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.249556356624346,10870.674894556492291,66,61,42,003,240600,2,420032406002,Block Group 2,G5030,S,495750.000000000000000,0.000000000000000,+40.4611811,-079.9859947,14534.378599199999371,29,80995.806272269997862,21,2103,Troy Hill,84,294.985077989999979,0.460914180000000,1,94,1,20630.793160099998204,10717291.895899999886751,15,Nazia Tarannum,SDE,8/14/2020 12:57:28.000,SDE,8/14/2020 13:03:02.000,,10717292.000000000000000,,,,104.971953136770153,63.536746932009606
373,939,945,80078.301814620004734,1003,1003,UI,85112.974310899997363, ,URBAN INDUSTRIAL,Urban Industrial,http://library.municode.com/HTML/13525/level4/PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI.html#PIZOCO_TITNINEZOCO_ARTIIBAZODI_CH904MIUSZODI_904.07UI*,Approved, ,, ,,22196100.515664000064135,1f983e99-8787-495f-934c-d206eb9bbba4,8927214.023681640625000,41351.920988656500413,784,way/647507752,private,parking,,surface,,,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.328530621397222,14310.793868062968613,82,5,42,003,020300,1,420030203001,Block Group 1,G5030,S,1593129.000000000000000,329216.000000000000000,+40.4544996,-079.9812762,24019.532864799999516,5,136797.979284780012676,28,2110,Strip District,80,389.240678660000015,0.608188560000000,1,23,13,23903.077852200000052,16947852.968299999833107,15,Alex Peppers,SDE,8/14/2020 12:57:28.000,SDE,8/14/2020 13:02:50.000,,16947852.000000000000000,,,,488.612221948789852,14310.793868062968613
